,KODE_KEC,KODE_KK,KODE_PROV,KECAMATAN,KAB_KOTA,PROVINSI,FID
320,11.02.02,11.02,11,Lawe Sigala-Gala,Aceh Tenggara,Aceh,11.02.02
321,11.02.07,11.02,11,Darul Hasanah,Aceh Tenggara,Aceh,11.02.07
322,11.02.08,11.02,11,Lawe Bulan,Aceh Tenggara,Aceh,11.02.08
323,11.02.05,11.02,11,Badar,Aceh Tenggara,Aceh,11.02.05
324,32.15.30,32.15,32,Cilebar,Karawang,Jawa Barat,32.15.30
325,11.02.06,11.02,11,Babul Makmur,Aceh Tenggara,Aceh,11.02.06
326,76.02.04,76.02,76,Kalumpang,Mamuju,Sulawesi Barat,76.02.04
327,76.02.02,76.02,76,Tapalang,Mamuju,Sulawesi Barat,76.02.02
328,76.02.03,76.02,76,Kalukku,Mamuju,Sulawesi Barat,76.02.03
329,76.02.08,76.02,76,Sampaga,Mamuju,Sulawesi Barat,76.02.08
330,76.02.07,76.02,76,Papalang,Mamuju,Sulawesi Barat,76.02.07
331,76.02.01,76.02,76,Mamuju,Mamuju,Sulawesi Barat,76.02.01
332,53.03.20,53.03,53,Insana Barat,Timor Tengah Utara,Nusa Tenggara Timur,53.03.20
333,11.02.09,11.02,11,Bukit Tusam,Aceh Tenggara,Aceh,11.02.09
334,17.03.01,17.03,17,Enggano,Bengkulu Utara,Bengkulu,17.03.01
335,53.03.21,53.03,53,Insana Tengah,Timor Tengah Utara,Nusa Tenggara Timur,53.03.21
336,53.03.24,53.03,53,Biboki Feotleu,Timor Tengah Utara,Nusa Tenggara Timur,53.03.24
337,53.03.22,53.03,53,Biboki Tan Pah,Timor Tengah Utara,Nusa Tenggara Timur,53.03.22
338,11.02.14,11.02,11,Lawe Sumur,Aceh Tenggara,Aceh,11.02.14
339,53.03.23,53.03,53,Biboki Moenleu,Timor Tengah Utara,Nusa Tenggara Timur,53.03.23
340,11.02.15,11.02,11,Tanoh Alas,Aceh Tenggara,Aceh,11.02.15
341,11.02.12,11.02,11,Ketambe,Aceh Tenggara,Aceh,11.02.12
342,11.02.13,11.02,11,Deleng Pokhkisen,Aceh Tenggara,Aceh,11.02.13
343,82.--.--,82.--,82,,,Maluku Utara,82.--.--
344,11.02.16,11.02,11,Leuser,Aceh Tenggara,Aceh,11.02.16
345,76.02.15,76.02,76,Bonehau,Mamuju,Sulawesi Barat,76.02.15
346,91.05.10,91.05,91,Kepulauan Ambai,Kepulauan Yapen,Papua,91.05.10
347,76.02.16,76.02,76,Kep. Bala Balakang,Mamuju,Sulawesi Barat,76.02.16
348,76.02.13,76.02,76,Tapalang Barat,Mamuju,Sulawesi Barat,76.02.13
349,91.05.13,91.05,91,Pulau Kurudu,Kepulauan Yapen,Papua,91.05.13
350,17.03.06,17.03,17,Kerkap,Bengkulu Utara,Bengkulu,17.03.06
351,11.02.10,11.02,11,Semadam,Aceh Tenggara,Aceh,11.02.10
352,91.05.14,91.05,91,Pulau Yerui,Kepulauan Yapen,Papua,91.05.14
353,17.03.07,17.03,17,Kota Arga Makmur,Bengkulu Utara,Bengkulu,17.03.07
354,11.02.11,11.02,11,Babul Rahmah,Aceh Tenggara,Aceh,11.02.11
355,91.05.11,91.05,91,Wonawa,Kepulauan Yapen,Papua,91.05.11
356,91.05.12,91.05,91,Windesi,Kepulauan Yapen,Papua,91.05.12
357,17.03.08,17.03,17,Giri Mulya,Bengkulu Utara,Bengkulu,17.03.08
358,17.03.09,17.03,17,Padang Jaya,Bengkulu Utara,Bengkulu,17.03.09
359,76.02.11,76.02,76,Tommo,Mamuju,Sulawesi Barat,76.02.11
360,17.03.10,17.03,17,Lais,Bengkulu Utara,Bengkulu,17.03.10
361,76.02.12,76.02,76,Simboro dan Kepulauan,Mamuju,Sulawesi Barat,76.02.12
362,17.03.13,17.03,17,Napal Putih,Bengkulu Utara,Bengkulu,17.03.13
363,17.03.14,17.03,17,Putri Hijau,Bengkulu Utara,Bengkulu,17.03.14
364,17.03.11,17.03,17,Batik Nau,Bengkulu Utara,Bengkulu,17.03.11
365,17.03.12,17.03,17,Ketahun,Bengkulu Utara,Bengkulu,17.03.12
366,61.11.06,61.11,61,Kepulauan Karimata,Kayong Utara,Kalimantan Barat,61.11.06
367,61.11.04,61.11,61,Pulau Maya,Kayong Utara,Kalimantan Barat,61.11.04
368,61.11.05,61.11,61,Seponti,Kayong Utara,Kalimantan Barat,61.11.05
369,91.05.15,91.05,91,Anotaurei,Kepulauan Yapen,Papua,91.05.15
370,91.05.16,91.05,91,Yawakukat,Kepulauan Yapen,Papua,91.05.16
371,61.11.02,61.11,61,Simpang Hilir,Kayong Utara,Kalimantan Barat,61.11.02
372,61.11.03,61.11,61,Teluk Batang,Kayong Utara,Kalimantan Barat,61.11.03
373,61.11.01,61.11,61,Sukadana,Kayong Utara,Kalimantan Barat,61.11.01
374,17.03.15,17.03,17,Air Besi,Bengkulu Utara,Bengkulu,17.03.15
375,17.03.16,17.03,17,Air Napal,Bengkulu Utara,Bengkulu,17.03.16
376,17.03.19,17.03,17,Hulu Palik,Bengkulu Utara,Bengkulu,17.03.19
377,17.03.20,17.03,17,Air Padang,Bengkulu Utara,Bengkulu,17.03.20
378,17.03.21,17.03,17,Arma Jaya,Bengkulu Utara,Bengkulu,17.03.21
379,17.03.24,17.03,17,Pinang Raya,Bengkulu Utara,Bengkulu,17.03.24
380,17.03.25,17.03,17,Marga Sakti Sebelat,Bengkulu Utara,Bengkulu,17.03.25
381,17.03.22,17.03,17,Tanjung Agung Palik,Bengkulu Utara,Bengkulu,17.03.22
382,17.03.23,17.03,17,Ulok Kupai,Bengkulu Utara,Bengkulu,17.03.23
383,32.12.03,32.12,32,Gabuswetan,Indramayu,Jawa Barat,32.12.03
384,32.12.04,32.12,32,Cikedung,Indramayu,Jawa Barat,32.12.04
385,32.12.01,32.12,32,Haurgeulis,Indramayu,Jawa Barat,32.12.01
386,32.12.02,32.12,32,Kroya,Indramayu,Jawa Barat,32.12.02
387,32.12.07,32.12,32,Widasari,Indramayu,Jawa Barat,32.12.07
388,32.12.08,32.12,32,Kertasemaya,Indramayu,Jawa Barat,32.12.08
389,32.12.05,32.12,32,Lelea,Indramayu,Jawa Barat,32.12.05
390,32.12.06,32.12,32,Bangodua,Indramayu,Jawa Barat,32.12.06
391,32.12.09,32.12,32,Krangkeng,Indramayu,Jawa Barat,32.12.09
392,15.07.04,15.07,15,Rantau Rasau,Tanjung Jabung Timur,Jambi,15.07.04
393,15.07.05,15.07,15,Sadu,Tanjung Jabung Timur,Jambi,15.07.05
394,18.71.04,18.71,18,Panjang,Kota Bandar Lampung,Lampung,18.71.04
395,15.07.02,15.07,15,Nipah Panjang,Tanjung Jabung Timur,Jambi,15.07.02
396,18.71.05,18.71,18,Tanjungkarang Timur,Kota Bandar Lampung,Lampung,18.71.05
397,15.07.03,15.07,15,Mendahara,Tanjung Jabung Timur,Jambi,15.07.03
398,32.12.14,32.12,32,Balongan,Indramayu,Jawa Barat,32.12.14
399,18.71.02,18.71,18,Sukarame,Kota Bandar Lampung,Lampung,18.71.02
400,15.07.08,15.07,15,Kuala Jambi,Tanjung Jabung Timur,Jambi,15.07.08
401,32.12.15,32.12,32,Indramayu,Indramayu,Jawa Barat,32.12.15
402,18.71.03,18.71,18,Tanjungkarang Barat,Kota Bandar Lampung,Lampung,18.71.03
403,15.07.09,15.07,15,Mendahara Ulu,Tanjung Jabung Timur,Jambi,15.07.09
404,32.12.12,32.12,32,Sliyeg,Indramayu,Jawa Barat,32.12.12
405,18.71.08,18.71,18,Telukbetung Barat,Kota Bandar Lampung,Lampung,18.71.08
406,15.07.06,15.07,15,Dendang,Tanjung Jabung Timur,Jambi,15.07.06
407,32.12.13,32.12,32,Jatibarang,Indramayu,Jawa Barat,32.12.13
408,18.71.09,18.71,18,Telukbetung Utara,Kota Bandar Lampung,Lampung,18.71.09
409,15.07.07,15.07,15,Muara Sabak Barat,Tanjung Jabung Timur,Jambi,15.07.07
410,32.12.18,32.12,32,Lohbener,Indramayu,Jawa Barat,32.12.18
411,18.71.06,18.71,18,Tanjungkarang Pusat,Kota Bandar Lampung,Lampung,18.71.06
412,53.09.12,53.09,53,Jerebuu,Ngada,Nusa Tenggara Timur,53.09.12
413,32.12.19,32.12,32,Arahan,Indramayu,Jawa Barat,32.12.19
414,18.71.07,18.71,18,Telukbetung Selatan,Kota Bandar Lampung,Lampung,18.71.07
415,32.12.16,32.12,32,Sindang,Indramayu,Jawa Barat,32.12.16
416,32.12.17,32.12,32,Cantigi,Indramayu,Jawa Barat,32.12.17
417,35.27.13,35.27,35,Pangarengan,Sampang,Jawa Timur,35.27.13
418,35.27.14,35.27,35,Karangpenang,Sampang,Jawa Timur,35.27.14
419,15.07.01,15.07,15,Muara Sabak Timur,Tanjung Jabung Timur,Jambi,15.07.01
420,18.71.01,18.71,18,Kedaton,Kota Bandar Lampung,Lampung,18.71.01
421,32.12.10,32.12,32,Karangampel,Indramayu,Jawa Barat,32.12.10
422,32.12.11,32.12,32,Juntinyuat,Indramayu,Jawa Barat,32.12.11
423,35.27.11,35.27,35,Sokobanah,Sampang,Jawa Timur,35.27.11
424,35.27.12,35.27,35,Ketapang,Sampang,Jawa Timur,35.27.12
425,35.27.10,35.27,35,Robatal,Sampang,Jawa Timur,35.27.10
426,53.09.15,53.09,53,Bajawa Utara,Ngada,Nusa Tenggara Timur,53.09.15
427,53.09.16,53.09,53,Wolomeze,Ngada,Nusa Tenggara Timur,53.09.16
428,53.09.14,53.09,53,Riung Barat,Ngada,Nusa Tenggara Timur,53.09.14
429,53.09.19,53.09,53,Golewa Barat,Ngada,Nusa Tenggara Timur,53.09.19
430,18.71.15,18.71,18,Way Halim,Kota Bandar Lampung,Lampung,18.71.15
431,53.09.18,53.09,53,Golewa Selatan,Ngada,Nusa Tenggara Timur,53.09.18
432,32.15.06,32.15,32,Rengasdengklok,Karawang,Jawa Barat,32.15.06
433,18.71.16,18.71,18,Langkapura,Kota Bandar Lampung,Lampung,18.71.16
434,32.15.07,32.15,32,Kutawaluya,Karawang,Jawa Barat,32.15.07
435,18.71.13,18.71,18,Kemiling,Kota Bandar Lampung,Lampung,18.71.13
436,32.15.04,32.15,32,Ciampel,Karawang,Jawa Barat,32.15.04
437,18.71.14,18.71,18,Labuhan Ratu,Kota Bandar Lampung,Lampung,18.71.14
438,32.15.05,32.15,32,Klari,Karawang,Jawa Barat,32.15.05
439,18.71.19,18.71,18,Telukbetung Timur,Kota Bandar Lampung,Lampung,18.71.19
440,18.71.17,18.71,18,Enggal,Kota Bandar Lampung,Lampung,18.71.17
441,32.15.08,32.15,32,Batujaya,Karawang,Jawa Barat,32.15.08
442,18.71.18,18.71,18,Kedamaian,Kota Bandar Lampung,Lampung,18.71.18
443,53.09.20,53.09,53,Inerie,Ngada,Nusa Tenggara Timur,53.09.20
444,12.25.03,12.25,12,Mandrehe Barat,Nias Barat,Sumatera Utara,12.25.03
445,32.15.09,32.15,32,Tirtajaya,Karawang,Jawa Barat,32.15.09
446,12.25.04,12.25,12,Moro'O,Nias Barat,Sumatera Utara,12.25.04
447,12.25.01,12.25,12,Lahomi,Nias Barat,Sumatera Utara,12.25.01
448,15.07.11,15.07,15,Berbak,Tanjung Jabung Timur,Jambi,15.07.11
449,12.25.02,12.25,12,Sirombu,Nias Barat,Sumatera Utara,12.25.02
450,12.25.07,12.25,12,Lolofitu Moi,Nias Barat,Sumatera Utara,12.25.07
451,18.71.11,18.71,18,Tanjung Senang,Kota Bandar Lampung,Lampung,18.71.11
452,12.25.08,12.25,12,Ulu Moro'O,Nias Barat,Sumatera Utara,12.25.08
453,32.15.02,32.15,32,Pangkalan,Karawang,Jawa Barat,32.15.02
454,18.71.12,18.71,18,Sukabumi,Kota Bandar Lampung,Lampung,18.71.12
455,15.07.10,15.07,15,Geragai,Tanjung Jabung Timur,Jambi,15.07.10
456,12.25.05,12.25,12,Mandrehe,Nias Barat,Sumatera Utara,12.25.05
457,32.15.03,32.15,32,Telukjambe Timur,Karawang,Jawa Barat,32.15.03
458,12.25.06,12.25,12,Mandrehe Utara,Nias Barat,Sumatera Utara,12.25.06
459,71.07.02,71.07,71,Pusomaen,Minahasa Tenggara,Sulawesi Utara,71.07.02
460,18.71.10,18.71,18,Rajabasa,Kota Bandar Lampung,Lampung,18.71.10
461,71.07.03,71.07,71,Belang,Minahasa Tenggara,Sulawesi Utara,71.07.03
462,32.15.01,32.15,32,Karawang Barat,Karawang,Jawa Barat,32.15.01
463,71.07.01,71.07,71,Ratahan,Minahasa Tenggara,Sulawesi Utara,71.07.01
464,11.07.08,11.07,11,Kembang Tanjong,Pidie,Aceh,11.07.08
465,11.07.09,11.07,11,Kota Sigli,Pidie,Aceh,11.07.09
466,11.07.06,11.07,11,Glumpang Tiga,Pidie,Aceh,11.07.06
467,11.07.07,11.07,11,Indrajaya,Pidie,Aceh,11.07.07
468,11.07.04,11.07,11,Delima,Pidie,Aceh,11.07.04
469,11.07.05,11.07,11,Geumpang,Pidie,Aceh,11.07.05
470,11.07.03,11.07,11,Batee,Pidie,Aceh,11.07.03
471,71.07.06,71.07,71,Touluaan,Minahasa Tenggara,Sulawesi Utara,71.07.06
472,71.07.07,71.07,71,Touluaan Selatan,Minahasa Tenggara,Sulawesi Utara,71.07.07
473,61.02.08,61.02,61,Jongkat,Mempawah,Kalimantan Barat,61.02.08
474,71.07.04,71.07,71,Ratatotok,Minahasa Tenggara,Sulawesi Utara,71.07.04
475,71.07.05,71.07,71,Tombatu,Minahasa Tenggara,Sulawesi Utara,71.07.05
476,61.02.06,61.02,61,Toho,Mempawah,Kalimantan Barat,61.02.06
477,61.02.07,61.02,61,Sungai Pinyuh,Mempawah,Kalimantan Barat,61.02.07
478,71.07.08,71.07,71,Silian Raya,Minahasa Tenggara,Sulawesi Utara,71.07.08
479,71.07.09,71.07,71,Tombatu Timur,Minahasa Tenggara,Sulawesi Utara,71.07.09
480,12.74.01,12.74,12,Tanjung Balai Selatan,Kota Tanjung Balai,Sumatera Utara,12.74.01
481,12.74.02,12.74,12,Tanjung Balai Utara,Kota Tanjung Balai,Sumatera Utara,12.74.02
482,61.02.01,61.02,61,Mempawah Hilir,Mempawah,Kalimantan Barat,61.02.01
483,11.07.19,11.07,11,Tangse,Pidie,Aceh,11.07.19
484,11.07.17,11.07,11,Sakti,Pidie,Aceh,11.07.17
485,11.07.18,11.07,11,Simpang Tiga,Pidie,Aceh,11.07.18
486,11.07.11,11.07,11,Mila,Pidie,Aceh,11.07.11
487,11.07.12,11.07,11,Muara Tiga,Pidie,Aceh,11.07.12
488,35.77.03,35.77,35,Taman,Kota Madiun,Jawa Timur,35.77.03
489,12.74.05,12.74,12,Datuk Bandar,Kota Tanjung Balai,Sumatera Utara,12.74.05
490,11.07.15,11.07,11,Peukan Baro,Pidie,Aceh,11.07.15
491,12.74.06,12.74,12,Datuk Bandar Timur,Kota Tanjung Balai,Sumatera Utara,12.74.06
492,18.07.09,18.07,18,Raman Utara,Lampung Timur,Lampung,18.07.09
493,35.77.01,35.77,35,Kartoharjo,Kota Madiun,Jawa Timur,35.77.01
494,11.07.16,11.07,11,Pidie,Pidie,Aceh,11.07.16
495,12.74.03,12.74,12,Sei Tualang Raso,Kota Tanjung Balai,Sumatera Utara,12.74.03
496,35.77.02,35.77,35,Manguharjo,Kota Madiun,Jawa Timur,35.77.02
497,11.07.13,11.07,11,Mutiara,Pidie,Aceh,11.07.13
498,12.74.04,12.74,12,Teluk Nibung,Kota Tanjung Balai,Sumatera Utara,12.74.04
499,18.07.07,18.07,18,Way Jepara,Lampung Timur,Lampung,18.07.07
500,11.07.14,11.07,11,Padang Tiji,Pidie,Aceh,11.07.14
501,18.07.08,18.07,18,Purbolinggo,Lampung Timur,Lampung,18.07.08
502,36.02.01,36.02,36,Malingping,Lebak,Banten,36.02.01
503,36.02.04,36.02,36,Cipanas,Lebak,Banten,36.02.04
504,61.02.17,61.02,61,Sadaniang,Mempawah,Kalimantan Barat,61.02.17
505,36.02.05,36.02,36,Muncang,Lebak,Banten,36.02.05
506,61.02.18,61.02,61,Mempawah Timur,Mempawah,Kalimantan Barat,61.02.18
507,18.07.12,18.07,18,Sekampung Udik,Lampung Timur,Lampung,18.07.12
508,36.02.02,36.02,36,Panggarangan,Lebak,Banten,36.02.02
509,18.07.13,18.07,18,Batanghari Nuban,Lampung Timur,Lampung,18.07.13
510,36.02.03,36.02,36,Bayah,Lebak,Banten,36.02.03
511,18.07.10,18.07,18,Metro Kibang,Lampung Timur,Lampung,18.07.10
512,18.07.11,18.07,18,Marga Tiga,Lampung Timur,Lampung,18.07.11
513,18.07.16,18.07,18,Mataram Baru,Lampung Timur,Lampung,18.07.16
514,18.07.17,18.07,18,Melinting,Lampung Timur,Lampung,18.07.17
515,61.02.12,61.02,61,Sungai Kunyit,Mempawah,Kalimantan Barat,61.02.12
516,18.07.14,18.07,18,Bumi Agung,Lampung Timur,Lampung,18.07.14
517,18.07.15,18.07,18,Bandar Sribhawono,Lampung Timur,Lampung,18.07.15
518,61.02.15,61.02,61,Segedong,Mempawah,Kalimantan Barat,61.02.15
519,61.02.16,61.02,61,Anjongan,Mempawah,Kalimantan Barat,61.02.16
520,11.07.29,11.07,11,Glumpang Baro,Pidie,Aceh,11.07.29
521,36.02.08,36.02,36,Gunungkencana,Lebak,Banten,36.02.08
522,36.02.09,36.02,36,Banjarsari,Lebak,Banten,36.02.09
523,11.07.22,11.07,11,Keumala,Pidie,Aceh,11.07.22
524,36.02.06,36.02,36,Leuwidamar,Lebak,Banten,36.02.06
525,36.02.07,36.02,36,Bojongmanik,Lebak,Banten,36.02.07
526,11.07.21,11.07,11,Tiro/Truseb,Pidie,Aceh,11.07.21
527,11.07.27,11.07,11,Mane,Pidie,Aceh,11.07.27
528,11.07.24,11.07,11,Mutiara Timur,Pidie,Aceh,11.07.24
529,18.07.18,18.07,18,Gunung Pelindung,Lampung Timur,Lampung,18.07.18
530,36.02.11,36.02,36,Cimarga,Lebak,Banten,36.02.11
531,11.07.25,11.07,11,Grong-Grong,Pidie,Aceh,11.07.25
532,18.07.19,18.07,18,Pasir Sakti,Lampung Timur,Lampung,18.07.19
533,36.02.12,36.02,36,Sajira,Lebak,Banten,36.02.12
534,36.02.10,36.02,36,Cileles,Lebak,Banten,36.02.10
535,36.02.15,36.02,36,Warunggunung,Lebak,Banten,36.02.15
536,36.02.16,36.02,36,Cijaku,Lebak,Banten,36.02.16
537,18.07.23,18.07,18,Way Bungur,Lampung Timur,Lampung,18.07.23
538,36.02.13,36.02,36,Maja,Lebak,Banten,36.02.13
539,18.07.24,18.07,18,Marga Sekampung,Lampung Timur,Lampung,18.07.24
540,36.02.14,36.02,36,Rangkasbitung,Lebak,Banten,36.02.14
541,18.07.21,18.07,18,Labuhan Ratu,Lampung Timur,Lampung,18.07.21
542,18.07.22,18.07,18,Braja Selebah,Lampung Timur,Lampung,18.07.22
543,18.07.20,18.07,18,Waway Karya,Lampung Timur,Lampung,18.07.20
544,71.04.09,71.04,71,Damau,Kepulauan Talaud,Sulawesi Utara,71.04.09
545,71.04.03,71.04,71,Rainis,Kepulauan Talaud,Sulawesi Utara,71.04.03
546,71.04.04,71.04,71,Essang,Kepulauan Talaud,Sulawesi Utara,71.04.04
547,71.04.01,71.04,71,Lirung,Kepulauan Talaud,Sulawesi Utara,71.04.01
548,71.04.02,71.04,71,Beo,Kepulauan Talaud,Sulawesi Utara,71.04.02
549,71.04.07,71.04,71,Melonguane,Kepulauan Talaud,Sulawesi Utara,71.04.07
550,71.04.08,71.04,71,Gemeh,Kepulauan Talaud,Sulawesi Utara,71.04.08
551,71.04.05,71.04,71,Nanusa,Kepulauan Talaud,Sulawesi Utara,71.04.05
552,71.04.06,71.04,71,Kabaruan,Kepulauan Talaud,Sulawesi Utara,71.04.06
553,92.10.07,92.10,92,Aitinyo Utara,Maybrat,Papua Barat Daya,92.10.07
554,92.10.08,92.10,92,Ayamaru,Maybrat,Papua Barat Daya,92.10.08
555,92.10.05,92.10,92,Aitinyo Barat,Maybrat,Papua Barat Daya,92.10.05
556,16.10.09,16.10,16,Pemulutan Selatan,Ogan Ilir,Sumatera Selatan,16.10.09
557,92.10.06,92.10,92,Aitinyo,Maybrat,Papua Barat Daya,92.10.06
558,71.04.10,71.04,71,Tampan' Amma,Kepulauan Talaud,Sulawesi Utara,71.04.10
559,71.04.11,71.04,71,Salibabu,Kepulauan Talaud,Sulawesi Utara,71.04.11
560,92.10.09,92.10,92,Ayamaru Utara,Maybrat,Papua Barat Daya,92.10.09
561,16.10.03,16.10,16,Tanjung Raja,Ogan Ilir,Sumatera Selatan,16.10.03
562,16.10.04,16.10,16,Indralaya,Ogan Ilir,Sumatera Selatan,16.10.04
563,16.10.01,16.10,16,Muara Kuang,Ogan Ilir,Sumatera Selatan,16.10.01
564,16.10.02,16.10,16,Tanjung Batu,Ogan Ilir,Sumatera Selatan,16.10.02
565,92.10.03,92.10,92,Aifat Timur,Maybrat,Papua Barat Daya,92.10.03
566,16.10.07,16.10,16,Indralaya Utara,Ogan Ilir,Sumatera Selatan,16.10.07
567,92.10.04,92.10,92,Aifat Selatan,Maybrat,Papua Barat Daya,92.10.04
568,16.10.08,16.10,16,Indralaya Selatan,Ogan Ilir,Sumatera Selatan,16.10.08
569,92.10.01,92.10,92,Aifat,Maybrat,Papua Barat Daya,92.10.01
570,16.10.05,16.10,16,Pemulutan,Ogan Ilir,Sumatera Selatan,16.10.05
571,92.10.02,92.10,92,Aifat Utara,Maybrat,Papua Barat Daya,92.10.02
572,16.10.06,16.10,16,Rantau Alai,Ogan Ilir,Sumatera Selatan,16.10.06
573,53.09.01,53.09,53,Aimere,Ngada,Nusa Tenggara Timur,53.09.01
574,35.27.04,35.27,35,Camplong,Sampang,Jawa Timur,35.27.04
575,16.10.10,16.10,16,Pemulutan Barat,Ogan Ilir,Sumatera Selatan,16.10.10
576,35.27.05,35.27,35,Omben,Sampang,Jawa Timur,35.27.05
577,16.10.11,16.10,16,Rantau Panjang,Ogan Ilir,Sumatera Selatan,16.10.11
578,35.27.02,35.27,35,Torjun,Sampang,Jawa Timur,35.27.02
579,35.27.03,35.27,35,Sampang,Sampang,Jawa Timur,35.27.03
580,71.04.14,71.04,71,Beo Utara,Kepulauan Talaud,Sulawesi Utara,71.04.14
581,35.27.08,35.27,35,Tambelangan,Sampang,Jawa Timur,35.27.08
582,71.04.15,71.04,71,Pulutan,Kepulauan Talaud,Sulawesi Utara,71.04.15
583,35.27.09,35.27,35,Banyuates,Sampang,Jawa Timur,35.27.09
584,71.04.12,71.04,71,Kalongan,Kepulauan Talaud,Sulawesi Utara,71.04.12
585,35.27.06,35.27,35,Kedungdung,Sampang,Jawa Timur,35.27.06
586,71.04.13,71.04,71,Miangas,Kepulauan Talaud,Sulawesi Utara,71.04.13
587,35.27.07,35.27,35,Jrengik,Sampang,Jawa Timur,35.27.07
588,71.04.18,71.04,71,Beo Selatan,Kepulauan Talaud,Sulawesi Utara,71.04.18
589,71.04.19,71.04,71,Essang Selatan,Kepulauan Talaud,Sulawesi Utara,71.04.19
590,71.04.16,71.04,71,Melonguane Timur,Kepulauan Talaud,Sulawesi Utara,71.04.16
591,71.04.17,71.04,71,Moronge,Kepulauan Talaud,Sulawesi Utara,71.04.17
592,92.10.18,92.10,92,Ayamaru Timur Selatan,Maybrat,Papua Barat Daya,92.10.18
593,92.10.19,92.10,92,Ayamaru Utara Timur,Maybrat,Papua Barat Daya,92.10.19
594,35.27.01,35.27,35,Sreseh,Sampang,Jawa Timur,35.27.01
595,91.15.12,91.15,91,Wapoga,Waropen,Papua,91.15.12
596,92.10.16,92.10,92,Ayamaru Jaya,Maybrat,Papua Barat Daya,92.10.16
597,91.15.13,91.15,91,Demba,Waropen,Papua,91.15.13
598,92.10.17,92.10,92,Ayamaru Selatan Jaya,Maybrat,Papua Barat Daya,92.10.17
599,91.15.10,91.15,91,Kirihi,Waropen,Papua,91.15.10
600,13.74.01,13.74,13,Padang Panjang Timur,Kota Padang Panjang,Sumatera Barat,13.74.01
601,91.15.11,91.15,91,Oudate,Waropen,Papua,91.15.11
602,53.09.02,53.09,53,Golewa,Ngada,Nusa Tenggara Timur,53.09.02
603,92.10.10,92.10,92,Ayamaru Timur,Maybrat,Papua Barat Daya,92.10.10
604,92.10.11,92.10,92,Mare,Maybrat,Papua Barat Daya,92.10.11
605,53.09.09,53.09,53,Riung,Ngada,Nusa Tenggara Timur,53.09.09
606,53.09.06,53.09,53,Bajawa,Ngada,Nusa Tenggara Timur,53.09.06
607,92.10.14,92.10,92,Aifat Timur Selatan,Maybrat,Papua Barat Daya,92.10.14
608,53.09.07,53.09,53,Soa,Ngada,Nusa Tenggara Timur,53.09.07
609,92.10.15,92.10,92,Ayamaru Selatan,Maybrat,Papua Barat Daya,92.10.15
610,92.10.12,92.10,92,Aifat Timur Tengah,Maybrat,Papua Barat Daya,92.10.12
611,92.10.13,92.10,92,Aifat Timur Jauh,Maybrat,Papua Barat Daya,92.10.13
612,91.15.14,91.15,91,Wonti,Waropen,Papua,91.15.14
613,91.15.15,91.15,91,Soyoi Mambai,Waropen,Papua,91.15.15
614,13.74.02,13.74,13,Padang Panjang Barat,Kota Padang Panjang,Sumatera Barat,13.74.02
615,92.02.03,92.02,92,Warmare,Manokwari,Papua Barat,92.02.03
616,92.02.04,92.02,92,Prafi,Manokwari,Papua Barat,92.02.04
617,92.02.05,92.02,92,Masni,Manokwari,Papua Barat,92.02.05
618,73.02.07,73.02,73,Bulukumpa,Bulukumba,Sulawesi Selatan,73.02.07
619,73.02.08,73.02,73,Kindang,Bulukumba,Sulawesi Selatan,73.02.08
620,73.02.05,73.02,73,Herlang,Bulukumba,Sulawesi Selatan,73.02.05
621,73.02.06,73.02,73,Kajang,Bulukumba,Sulawesi Selatan,73.02.06
622,73.02.09,73.02,73,Ujungloe,Bulukumba,Sulawesi Selatan,73.02.09
623,73.02.03,73.02,73,Bonto Bahari,Bulukumba,Sulawesi Selatan,73.02.03
624,73.02.04,73.02,73,Bonto Tiro,Bulukumba,Sulawesi Selatan,73.02.04
625,33.25.04,33.25,33,Reban,Batang,Jawa Tengah,33.25.04
626,73.02.01,73.02,73,Gantorang,Bulukumba,Sulawesi Selatan,73.02.01
627,33.25.05,33.25,33,Bawang,Batang,Jawa Tengah,33.25.05
628,73.02.02,73.02,73,Ujung Bulu,Bulukumba,Sulawesi Selatan,73.02.02
629,33.25.02,33.25,33,Bandar,Batang,Jawa Tengah,33.25.02
630,33.25.03,33.25,33,Blado,Batang,Jawa Tengah,33.25.03
631,33.25.08,33.25,33,Limpung,Batang,Jawa Tengah,33.25.08
632,33.25.09,33.25,33,Subah,Batang,Jawa Tengah,33.25.09
633,92.02.13,92.02,92,Manokwari Timur,Manokwari,Papua Barat,92.02.13
634,33.25.06,33.25,33,Tersono,Batang,Jawa Tengah,33.25.06
635,92.02.14,92.02,92,Manokwari Utara,Manokwari,Papua Barat,92.02.14
636,33.25.07,33.25,33,Gringsing,Batang,Jawa Tengah,33.25.07
637,17.71.05,17.71,17,Kampung Melayu,Kota Bengkulu,Bengkulu,17.71.05
638,17.71.06,17.71,17,Ratu Agung,Kota Bengkulu,Bengkulu,17.71.06
639,92.02.12,92.02,92,Manokwari Barat,Manokwari,Papua Barat,92.02.12
640,17.71.03,17.71,17,Teluk Segara,Kota Bengkulu,Bengkulu,17.71.03
641,92.02.17,92.02,92,Tanah Rubuh,Manokwari,Papua Barat,92.02.17
642,17.71.04,17.71,17,Muara Bangka Hulu,Kota Bengkulu,Bengkulu,17.71.04
643,18.07.01,18.07,18,Sukadana,Lampung Timur,Lampung,18.07.01
